row_id,case,control,pvalue
3033987,3.8810280568683693,4.88845252137626,0
3033988,2.8305101111162765,5.589857764534846,0
3033989,3.154807682690242,1.7846480930548005,0
3033990,3.9101811836019746,4.397852899414253,0
3033991,2.3663753588481033,4.1670542275608184,0
3033992,3.8489194930352966,3.7719577648193585,0
3033993,3.764733880078711,4.18764825722299,0
3033994,1.931827737958348,4.63107507120823,0
3033995,3.340755075969346,3.9208005129944303,0
3033996,4.15890624472458,2.1232134356553445,0
3033997,4.569428374705826,5.641539114245109,0
3033998,4.81575864674405,5.749525854513294,0
3033999,5.662866066103867,4.34848990129098,0
3034000,4.255185151519753,4.481402669627113,0
3034001,5.484831264897949,2.8112034733375104,0
3034002,5.66055422883699,4.432093183483734,0
3034003,4.680227352794855,1.5283212529902603,0
3034004,3.9867256377379223,2.6714710163528714,0
3034005,3.7178043314854623,4.237902077210251,0
3034006,2.5625603688063405,3.385305175165911,0
3034007,3.7982649928079497,2.5609073377674942,0
3034008,5.422620634342376,3.902233596373999,0
3034009,3.6449792602911906,6.0358830418181775,0
3034010,4.718077491686424,4.030535570974545,0
3034011,4.1396256969091425,4.4206941389265895,0
3034012,3.8387143850537155,4.033766903419384,0
3034013,3.804296427192244,2.038267837753554,0
3034014,4.04082032142626,3.6150060364013754,0
3034015,4.172985454481651,1.4851907056482196,0
3034016,3.104124597182432,2.0290441248285838,0
3034017,4.035384014926239,3.698072500183204,0
3034018,2.455087366421038,2.91308508047834,0
3034019,5.203312684906521,4.6775732644334305,0
3034020,4.762022264353295,4.685695314644313,0
3034021,3.43127200056161,3.4303685139705,0
3034022,5.229229044745018,3.9798524438742127,0
3034023,4.039391896766714,3.607938392386259,0
3034024,3.262141678962738,5.397325162879439,0
3034025,3.570783667659156,3.978929228738564,0
3034026,3.86823667991647,4.7712271616324085,0
3034027,3.34292161196133,3.884290668196989,0
3034028,5.204835853586585,4.491716509136757,0
3034029,5.127887391379053,5.443016115824112,0
3034030,2.7736316955531635,4.9232243546313335,0
3034031,2.9826357718945866,2.598559932426862,0
3034032,5.553606124561913,1.8599065277873774,0
3034033,2.518862682684503,5.4430283335819265,0
3034034,3.634267798957722,3.622685959934863,0
3034035,2.7564257958791245,2.897106047192519,0
3034036,4.835800699685052,3.744155233724316,0
3034037,4.968796744151269,4.851724446942165,0
3034038,3.584751302888424,4.653733459946543,0
3034039,5.089399268471569,2.724670022291022,0
3034040,3.9129106261767657,4.008041152826996,0
3034041,5.6360484052415645,4.36754681406998,0
3034042,4.902859441653926,3.9233956392636964,0
3034043,4.010298522486216,3.9234197160920994,0
3034044,3.719691491594035,3.641732687809592,0
3034045,2.6424262141839656,2.5535970395916654,0
3034046,1.1184319649179435,3.0187980417143594,0
3034047,2.9953317295250885,3.579477213080733,0
3034048,2.907312283844033,3.8069616591355,0
3034049,2.959213869306543,3.8443933079221284,0
3034050,3.3907276221750973,2.756292951193518,0
3034051,1.7057638224684384,3.8941868904164645,0
3034052,4.386595698778171,5.180030627467076,0
3034053,2.7385675083024705,2.6279445507758696,0
3034054,4.393093641156546,3.473568106485118,0
3034055,4.493114185444678,3.935510397649292,0
3034056,5.187779565390694,5.069828345449488,0
3034057,3.8668007090491363,3.652134550946839,0
3034058,2.0810325393891405,5.581993271735842,0
3034059,1.8207966365980552,3.44301460005365,0
3034060,3.666852692178367,3.084093814830753,0
3034061,5.437047373374258,4.717700177730865,0
3034062,5.358285489462212,2.486131838236501,0
3034063,3.5895536662622916,3.9433575561026784,0
3034064,5.008157029439064,2.724849348288397,0
3034065,4.713629798742806,4.704270398496161,0
3034066,5.842180697357003,4.8012695121226034,0
3034067,4.86314773673686,3.7898484976715547,0
3034068,4.112466911745568,2.6285596768082784,0
3034069,3.153398596921451,3.0084830946060013,0
3034070,3.915981880899237,3.4188681101904637,0
3034071,5.464531480355303,5.40679348474664,0
3034072,4.304997983345253,5.719455101734578,0
3034073,3.9017966801302246,2.5699976426469506,0
3034074,2.9660826426222364,4.345680751536212,0
3034075,5.649503583279386,5.150450747178603,0
3034076,4.2511168636509655,4.146842604997049,0
3034077,3.2087612695809975,3.972929769737957,0
3034078,4.348652823452977,3.508173217941768,0
3034079,3.741403053279787,5.169903885634724,0
3034080,2.7510441826579495,4.532078079736972,0
3034081,2.7265092103388513,3.6273819754285426,0
3034082,3.490117439377994,4.811484954371883,0
3034083,4.092372598743417,3.5853777945129566,0
3034084,2.528289938495048,4.9128885474310575,0
3034085,3.5810823409147647,6.0585541291589795,0
3034086,3.670963771239399,3.397783039045691,0
3034087,4.165691228178893,4.001400683610885,0
3034088,5.833784119562633,2.456049412413788,0
3034089,2.298715662025309,3.9989452041432436,0
3034090,3.4503410098256535,2.1959053672086726,0
3034091,1.8388935574721428,4.423269351349792,0
3034092,5.042979827065103,4.153473813867508,0
3034093,4.071495609362155,4.349882352974521,0
3034094,3.710830083989058,5.463835101372606,0
3034095,5.452440532748282,4.6421143375307,0
3034096,4.095728150119887,3.3692468030399096,0
3034097,3.8428019734483216,4.688269275230835,0
3034098,3.829708643863347,4.822885943082441,0
3034099,5.96570447011911,5.417285036198948,0
3034100,5.774863534883809,3.5981345200319588,0
3034101,3.4106198175825293,4.130436496072298,0
3034102,3.2993416809180034,4.2102002845626725,0
3034103,3.855780894441309,4.83991806911976,0
3034104,3.314806298036485,6.4605664644369,0
3034105,3.1454625989855334,4.319522037310671,0
3034106,3.4896266557599334,2.1797837895536087,0
3034107,5.306140217440941,4.483705953028741,0
3034108,1.818254569559953,4.70237561002944,0
3034109,3.9944249993454473,3.5707617783177223,0
3034110,2.4122094039781827,4.288432556946899,0
3034111,5.983577507857607,3.136716366979168,0
3034112,3.4864006048606324,1.3846261748550406,0
3034113,4.596634499469386,4.519262670989135,0
3034114,3.463043194481929,5.166146304248802,0
3034115,4.718228405761892,3.234325050943071,0
3034116,4.829706654958937,4.0136985763697615,0
3034117,4.296740042719036,3.356985497883781,0
3034118,4.320297914824543,5.465010167523751,0
3034119,3.913223441835274,3.197595500282053,0
3034120,3.215750434278337,4.80200019916379,0
3034121,5.965388354218014,4.121028933284701,0
3034122,3.607204305054453,5.526253596348148,0
3034123,4.211807988313026,4.005104450925197,0
3034124,3.0887617853624625,3.8260084346072087,0
3034125,3.607428175224323,2.393822731110922,0
3034126,4.444815817126183,5.090192999632783,0
3034127,3.8523175602888267,4.124014292831415,0
3034128,4.073008856080495,2.9450044407212763,0
3034129,2.394058332222725,3.6150824353274467,0
3034130,3.9506778428238998,3.6926233928507037,0
3034131,4.716478657925737,3.342496923749505,0
3034132,4.242628042993204,5.193024558174195,0
3034133,4.033306489497843,5.283357417107019,0
3034134,4.891561433215116,2.817634351946153,0
3034135,5.830464898716589,4.427996245401916,0
3034136,2.979230391200964,5.162588376269791,0
3034137,4.490697920767059,3.8052627782104436,0
3034138,3.569944761298621,4.491658844383048,0
3034139,5.077122013978762,4.887740000470213,0
3034140,3.8248276412310585,2.8974859147021417,0
3034141,4.128333130181811,3.3921685787191422,0
3034142,5.015242275559784,4.604746646591282,0
3034143,4.832181216882268,3.689030978539376,0
3034144,3.821151210445246,3.5365298381959986,0
3034145,4.7171238855884745,3.380630729097002,0
3034146,2.563158999853669,4.591677135492937,0
3034147,3.561988802842135,1.9740403759140626,0
3034148,3.1506090642394677,4.354814255110189,0
3034149,5.03368371133738,3.661243683694279,0
3034150,4.135026925637856,3.516183778565286,0
3034151,4.5428242463680455,5.190904819731771,0
3034152,3.9951810068594495,3.5757059226609464,0
3034153,5.45484522493158,3.79529067017664,0
3034154,2.393959441648234,3.7399429557356294,0
3034155,5.609214259488437,2.3229054944940426,0
3034156,3.5237303231550268,3.34958590015974,0
3034157,4.865212838372655,4.550057140782609,0
3034158,3.6602425147607827,3.0964550652536404,0
3034159,2.7790541387861354,2.8905291877360586,0
3034160,1.535241192738543,2.666794108114731,0
3034161,3.8445337291557333,4.744773396198804,0
3034162,3.3922326542387644,5.284947295508001,0
3034163,2.2374698133684436,3.7273612031784804,0
3034164,6.267094556165702,1.753158005540839,0
3034165,3.7153634520685483,4.878848493480139,0
3034166,4.523434448289243,2.274325899301184,0
3034167,3.05649950008468,4.412398872324653,0
3034168,3.3759951226170695,5.39250341758949,0
3034169,1.9870700272605837,4.1797709902053315,0
3034170,2.278787114772917,3.529534195884502,0
3034171,4.100837667354531,5.413167195085061,0
3034172,5.471064005017157,4.479933729102021,0
3034173,2.27569267535123,1.469705978613519,0
3034174,2.4139780761497063,1.280877558097933,0
3034175,4.219980092596847,3.718948096099162,0
3034176,4.251398871603417,4.903661768737564,0
3034177,4.123976653901568,4.505347890154088,0
3034178,2.2359110879464676,3.118644919870764,0
3034179,4.721417995871092,3.922050671972672,0
3034180,3.7886194683586356,3.4349677739332343,0
3034181,4.445022295824345,1.277199677985255,0
3034182,4.7298335775635305,3.253739508589779,0
3034183,3.889015145332986,2.8950653914496782,0
3034184,3.7077911638261343,4.786989185692058,0
3034185,5.495562514793972,3.024987739489475,0
3034186,4.149699845854572,6.042600409233186,0
3034187,2.9827329971159258,5.140081245109522,0
3034188,2.3844595987637134,4.216335874832707,0
3034189,3.1497109823937715,4.402420517199925,0
3034190,3.8194300328983863,2.5093590655518794,0
3034191,2.9025165331339586,4.369477000874381,0
3034192,4.012924583334379,3.5581869692688337,0
3034193,2.3783941521164547,3.755144178574399,0
3034194,3.47244555521824,4.8916977564308235,0
3034195,3.055776741228378,3.904575341175859,0
3034196,2.7167483566990676,4.143183655807576,0
3034197,5.148860286389189,5.858236129559192,0
3034198,4.783595953283768,2.482255128400652,0
3034199,6.167749931201147,6.945099737440579,0
3034200,3.614348663479335,3.5885074499700025,0
3034201,3.052067130889857,5.13951853128993,0
3034202,4.1331799594295875,3.4753200809684723,0
3034203,3.9263490567993466,5.935563765473955,0
3034204,2.4039559154477397,4.424763121534914,0
3034205,3.248050378714054,3.3911569351250144,0
3034206,4.7730584073312325,3.152779619699867,0
3034207,4.104887700495924,2.309602141634463,0
3034208,4.379401547859056,3.444599757672886,0
3034209,5.308448122397792,5.153765995587287,0
3034210,4.319863731378032,3.532135727973141,0
3034211,4.4748250847660875,4.164632265208143,0
3034212,2.637550183362105,4.799864829879476,0
3034213,3.758115597010405,4.382198397682276,0
3034214,5.458587986232488,3.476359858010703,0
3034215,3.1624012375747474,5.138843738159355,0
3034216,2.9335376877273474,3.894202778251572,0
3034217,3.1978244830976004,3.9668331525776335,0
3034218,4.502310952543963,5.439621246219324,0
3034219,1.2146360336232438,4.163258500521367,0
3034220,4.0973491163744615,2.1192742776477544,0
3034221,5.465966372225983,2.968611301456418,0
3034222,4.471782981803558,3.5979110247260757,0
3034223,4.050913045595458,3.505368873450039,0
3034224,4.093086766967992,4.327465499770701,0
3034225,5.395858050174693,2.625959583183015,0
3034226,6.522323137752911,3.8731387727085504,0
3034227,3.163530995250441,2.1293939442469183,0
3034228,2.8475357566719985,4.286885157687311,0
3034229,4.505213407700284,3.5562543615291244,0
3034230,6.140807164078735,4.664382149968656,0
3034231,2.5352936030987836,4.602619172631175,0
3034232,4.950007736687138,3.1056387076917256,0
3034233,2.9805824553136935,3.8419688033403236,0
3034234,3.4189922569532607,1.4947966847029912,0
3034235,4.379084576787715,3.3529596717159658,0
3034236,4.517486942839723,2.169927559764468,0
3034237,5.38905598268598,3.7114742687129745,0
3034238,4.612705349585477,4.428587026702401,0
3034239,4.760048555523572,5.235171695150732,0
3034240,3.2841306012378126,3.3749919102493315,0
3034241,3.046709591425019,2.8610838220533177,0
3034242,4.258284432614223,5.106870030856411,0
3034243,5.147716759674142,4.105249243570846,0
3034244,5.1955034963188655,3.1532300994540474,0
3034245,4.6593651502251285,2.3911298194842012,0
3034246,4.235964842417891,3.5308804085849723,0
3034247,3.6173466798027447,3.4627558748680562,0
3034248,3.4683378351886205,3.487158889865942,0
3034249,2.774874310803657,4.531654888759309,0
3034250,2.983514651489478,4.296308935027769,0
3034251,2.162713754085474,6.843894643857711,0
3034252,3.307138775310257,4.604861442204258,0
3034253,4.6457128598447115,4.161113524997748,0
3034254,2.9540115992790525,2.2866896606627236,0
3034255,1.9788820724517429,4.827309371770887,0
3034256,2.5263948823712177,4.206163249173712,0
3034257,3.8320465883738755,3.9761173901395988,0
3034258,3.6136416613154703,4.755315644222921,0
3034259,2.9441314797366775,3.193431039327878,0
3034260,3.6538936101370654,5.336423725698736,0
3034261,2.1871334343989663,4.495515414560607,0
3034262,3.96481029563913,3.886116376032538,0
3034263,2.3018064979803845,3.8235653838000436,0
3034264,2.2658906755774977,4.264675017306564,0
3034265,3.0408044453250804,4.723673358248121,0
3034266,2.131801134318535,4.573189443695875,0
3034267,4.482284204915864,4.399442665403163,0
3034268,5.264071458065471,2.598251335359297,0
3034269,5.4794043334409315,4.4185912159911105,0
3034270,4.254303550533722,3.3959120015806414,0
3034271,3.473542408238555,4.5398442372337735,0
3034272,2.629654662439858,3.5852572478863616,0
3034273,4.249763387369653,3.7736863609492026,0
3034274,4.160222237562493,3.0180453075931184,0
3034275,3.3254563043187253,5.683479378344488,0
3034276,5.5763777530306795,5.289851672218106,0
3034277,3.0189203763577495,4.445564326587959,0
3034278,2.7744675156448686,5.915275837484554,0
3034279,4.972037223879303,3.1958316726700864,0
3034280,3.9803013513773746,3.5536203543363554,0
3034281,4.7179402700159665,3.6687399961168916,0
3034282,3.8264490919682017,3.604630281548265,0
3034283,4.504734171457146,3.770646402973451,0
3034284,2.788260367054791,4.583758865364764,0
3034285,4.024346779626038,2.4330476092831184,0
3034286,3.603448495078346,4.33133155512639,0
3034287,2.691385044727901,4.3411341296043835,0
3034288,4.242000608710395,3.4933942079986275,0
3034289,3.8487626734424665,4.295912537771105,0
3034290,3.3317026483065773,4.56586970271795,0
3034291,5.324438113946222,3.235969843747779,0
3034292,3.4851711502995735,3.3986108624538587,0
3034293,3.7099163605894927,3.7248851080555014,0
3034294,3.1527430925777673,2.3805584773891564,0
3034295,4.581349260453396,3.9925708063052183,0
3034296,3.537032202854327,4.901763401158952,0
3034297,4.343441481007204,1.6994679966618405,0
3034298,5.138634162118179,3.835711756887875,0
3034299,3.6401916457085033,4.177029362299107,0
3034300,3.9529900100897817,2.3870375674717876,0
3034301,2.164183739290705,5.714783288699162,0
3034302,5.175074891683337,4.030286006254013,0
3034303,4.37030495690651,3.4151713852174277,0
3034304,6.2355995661402215,2.2840058308021325,0
3034305,4.538755133276032,3.116796766523966,0
3034306,3.304195302687533,3.033546019042417,0
3034307,3.7277462119108455,4.121471529837506,0
3034308,4.7118059998811255,3.50958217225963,0
3034309,5.741673589767329,5.5001462244202495,0
3034310,2.333344662773688,4.3644809018436055,0
3034311,4.193584639482784,1.4134180977821553,0
3034312,3.0340938643926716,2.8370852134128177,0
3034313,4.084332267204114,4.221848130417894,0
3034314,3.086614893394689,4.047542594547047,0
3034315,2.854934973855742,2.639639084770927,0
3034316,2.903266803030289,3.9465343144902545,0
3034317,4.749722313614029,3.2573149553156853,0
3034318,3.6147094186866995,3.696719494796875,0
3034319,3.423500453435487,4.143477622009686,0
3034320,3.8289504529478218,5.462140890804422,0
3034321,3.8076465675476703,4.666464691520684,0
3034322,3.8505769981984894,4.3972866894782205,0
3034323,7.075401156563061,3.548894604041279,0
3034324,3.792746133793162,4.942305548803972,0
3034325,4.434735696658828,3.394660009330794,0
3034326,3.6569544939884153,3.809986508341144,0
3034327,2.9545526195260186,2.315957045660205,0
3034328,3.0320287242757065,4.107390444546018,0
3034329,3.8894757296824127,2.506841016686494,0
3034330,2.7331872885875503,3.862669296682839,0
3034331,3.4017736784079835,4.4323560108307465,0
3034332,4.490829560854622,3.6400203865019383,0
3034333,6.487507257124696,1.3398858998871757,0
3034334,2.8158776831877237,3.4871845944605733,0
3034335,3.2489705485695666,4.1971189414751375,0
3034336,5.192830044644852,5.5200980703811515,0
3034337,4.447240852173103,2.8264176920499997,0
3034338,2.646339034502164,3.995941879169597,0
3034339,6.473331646433524,5.109546135534625,0
3034340,4.771952595206857,4.255872252123319,0
3034341,3.833811365371573,4.650785030711933,0
3034342,5.435874566335971,5.2695194390268405,0
3034343,2.7686008781970908,1.0148527750017577,0
3034344,4.589331553040228,3.761705832153543,0
3034345,4.258195597905223,5.15495439238977,0
3034346,3.9709212720932707,4.94995094509246,0
3034347,5.303622166532779,3.044896139527892,0
3034348,4.851887818283895,4.234214338628628,0
3034349,3.239031965756773,4.232710148529155,0
3034350,5.188015351731252,4.946041810765919,0
3034351,3.966113547438305,3.417247207970862,0
3034352,3.667964308133346,3.1774749300352028,0
3034353,2.751750484200011,3.440493451408419,0
3034354,4.266429185541703,3.149438028374389,0
3034355,4.757230368603781,4.065408092534109,0
3034356,2.9853795505535183,5.755515070392708,0
3034357,2.421329575540407,5.233766999122545,0
3034358,3.6013462606863342,2.83721479376786,0
3034359,3.0264191923485346,4.3605816339709875,0
3034360,3.136219201529493,3.7481803783959875,0
3034361,4.825318732855773,2.9023253043728268,0
3034362,4.371944635324198,4.286078604388269,0
3034363,4.077943428752478,6.139504886568602,0
3034364,4.764795491961122,4.383810516057026,0
3034365,4.439468254710396,4.826009425993404,0
3034366,5.6432425234863555,2.649124252669508,0
3034367,4.91884969510598,2.815017926375594,0
3034368,4.483945221832403,4.244460348649012,0
3034369,3.7703501378918727,4.21347979966523,0
3034370,3.6529929908400276,5.074948247353347,0
3034371,3.107768809036985,3.1301730888469392,0
3034372,3.7074474769638055,3.6368295968147253,0
3034373,3.5633745622433834,4.812835418741279,0
3034374,3.1281960785090877,4.546370127952594,0
3034375,4.257287864904679,5.5132074165837395,0
3034376,3.3108499320601408,3.591687761065931,0
3034377,4.567510227470432,6.048040965781751,0
3034378,4.41353037463186,4.779796200803951,0
3034379,4.351913041351314,3.2023452480490504,0
3034380,4.128959473709275,2.461669786118123,0
3034381,3.6644747880599233,4.547968267232976,0
3034382,4.359072982754889,4.243042465347571,0
3034383,2.7744648749917387,3.981033387259806,0
3034384,4.640647795293619,3.1650965664828874,0
3034385,3.641733751134989,3.815593283086569,0
3034386,4.287049873470039,5.057350054232502,0
3034387,5.212198798660729,2.9053147707357216,0
3034388,5.649113964829066,4.118942799520098,0
3034389,4.944813895811096,4.038496606344495,0
3034390,3.5949371396226604,3.190440411965158,0
3034391,4.079557266404044,4.579102131249485,0
3034392,3.7470136899696733,2.330172368068085,0
3034393,3.7418929998659944,4.149675467911339,0
3034394,2.2025911351694125,3.056845909112827,0
3034395,4.679293924746785,4.042939442658687,0
3034396,4.431628858764547,2.5642432776774675,0
3034397,3.6007659021727028,2.747511360588788,0
3034398,3.971069317792141,3.3745192849476933,0
3034399,3.7694638582156155,5.375017943567309,0
3034400,2.935841253453793,4.984488607703591,0
3034401,4.084628537327619,3.915819241570314,0
3034402,2.078226113256609,4.2924192539178705,0
3034403,2.9243932909200065,3.2656957386002907,0
3034404,3.059099738095166,3.980558206843779,0
3034405,5.264661680989125,5.601558576927012,0
3034406,3.6696897068408436,4.521405106328994,0
3034407,5.4246057859245385,3.3008230647232057,0
3034408,4.490156361238495,3.86567127120668,0
3034409,4.750905168064067,4.733672972388878,0
3034410,4.550678010021867,4.0640963651945174,0
3034411,4.233318880194665,4.3330906934729585,0
3034412,3.4447291484206937,3.3155605676526454,0
3034413,3.17841546683431,3.792029838429891,0
3034414,3.8266140065096486,2.9216301249906538,0
3034415,3.4301145282847547,6.295411915213738,0
3034416,4.9826024887301195,5.331741440296859,0
3034417,2.2013632291799077,2.9105316936223646,0
3034418,3.7782711170588614,5.370703926982542,0
3034419,6.317629133720853,3.9533020736424165,0
3034420,3.1509842859367665,4.688533686745852,0
3034421,4.247242396402955,3.122880212437864,0
3034422,5.882287507920417,4.7727938002028845,0
3034423,6.335677970895984,1.976998799728178,0
3034424,5.890197335960668,4.86361056529897,0
3034425,2.3011304646324025,4.098481222543028,0
3034426,4.4036146833832595,5.175633639557523,0
3034427,5.885306946901964,4.673200072898248,0
3034428,4.151110247664146,3.891870716726477,0
3034429,4.704286564063618,4.634827567997407,0
3034430,3.8042064330588747,2.093766502262871,0
3034431,3.631083294347633,5.0753918898675865,0
3034432,1.0306143319477137,4.451378000550806,0
3034433,4.038348858092598,5.324555771038098,0
3034434,5.8632558471293805,4.541922794365601,0
3034435,5.249273480825729,2.044322646366204,0
3034436,5.4542371177731095,3.7162412416484014,0
3034437,5.501785459147579,3.2522176337822937,0
3034438,3.6713505321570348,4.249865128305465,0
3034439,3.827977578254761,2.8007997606552695,0
3034440,3.7049485475180806,4.7894043959064785,0
3034441,4.574617120505216,3.050754173628608,0
3034442,4.41912560564819,2.7757681147640967,0
3034443,3.523962588578057,4.333646477250742,0
3034444,3.2210072416554816,5.6809940804867995,0
3034445,3.8736870406767716,4.207008273583547,0
3034446,3.788189560734533,2.097317856308903,0
3034447,3.890042176880452,3.7276235366663766,0
3034448,4.2977801034685985,4.89328690929595,0
3034449,4.111971977495677,2.2317073894899613,0
3034450,3.836445924314656,3.3743343743681438,0
3034451,5.03184117607408,5.772340934564799,0
3034452,4.119448059497613,3.7455025455750954,0
3034453,3.4638964845954368,4.884675642094735,0
3034454,3.41236358166896,5.981751028276577,0
3034455,3.1200022314246856,5.252382314521343,0
3034456,3.658242059398058,4.216843573753716,0
3034457,4.700607996536277,2.5202599250188404,0
3034458,5.304790072343958,5.397716010545706,0
3034459,4.755895639919722,4.706673341087405,0
3034460,4.985230968477907,6.512205914566486,0
3034461,4.844691983428683,4.57122383100371,0
3034462,5.501325891688682,3.348239812945009,0
3034463,3.4322961551062394,3.663763017080912,0
3034464,3.6783158412663393,1.5704068390900576,0
3034465,3.7858638651562364,4.907091153592399,0
3034466,3.233586857688391,3.09176176120114,0
3034467,3.9428523720194306,3.4288297587485697,0
3034468,3.2129743748511794,3.3030448667590204,0
3034469,3.7646477649352548,4.73584587687563,0
3034470,3.654673797415433,5.172299113335587,0
3034471,4.179538027714624,3.754167562790123,0
3034472,2.6221837036701228,3.240281327647658,0
3034473,4.523326876822298,4.465182082428385,0
3034474,2.8628367181258936,4.9786796628623256,0
3034475,2.0091855654190285,3.118992600028946,0
3034476,3.646188871346399,4.606965052343403,0
3034477,4.4634532024936275,4.876572036425145,0
3034478,4.78328594683161,4.578626403471202,0
3034479,4.710346766006906,3.1694930456885126,0
3034480,4.776578810606238,3.410689789518245,0
3034481,3.7493136404322707,3.458312826215982,0
3034482,4.170052340452615,2.7398968264978336,0
3034483,2.0439020315769127,2.579180208691179,0
3034484,2.8933113158596004,4.048515803040356,0
3034485,4.535265904684132,2.2762173357284645,0
3034486,2.531259864664004,2.354308965382912,0
3034487,5.263581668579799,2.3718032178096724,0
3034488,4.711582817998763,4.180484167656601,0
3034489,2.7461332409660404,4.509452264909593,0
3034490,4.847022276388967,4.556166743015266,0
3034491,3.863455906762314,3.5220839541973126,0
3034492,3.126099994048691,3.0996885072871248,0
3034493,4.5449472678989675,5.036116827785113,0
3034494,2.178301687891307,5.568822778833699,0
3034495,4.713250541313899,3.126990817216471,0
3034496,5.285034075947659,5.437032914875596,0
3034497,3.986140447900956,4.881505216287945,0
3034498,6.186714580667859,4.3405510566477465,0
3034499,5.621370665709638,3.454456090982314,0
3034500,3.029421716708423,5.257319497109399,0
3034501,4.453782452690676,4.751323341317457,0
3034502,1.3146430141961605,3.635991818454161,0
3034503,4.956841685729902,5.052898550960461,0
3034504,3.4582784631579178,2.9601449470012353,0
3034505,5.318772954746297,3.0561414983779613,0
3034506,4.681696126428959,2.716424775490796,0
3034507,4.837883069829233,3.6467811124499843,0
3034508,4.224278887139486,4.499935834288477,0
3034509,4.044295744536581,2.6413236212452755,0
3034510,2.388800738400204,4.358049334872359,0
3034511,3.951484701823947,1.4271172920537727,0
3034512,3.059238043767957,3.3785836212454887,0
3034513,4.286525113875639,3.923989899447995,0
3034514,5.783047878856646,4.495614984274357,0
3034515,5.438897431449508,4.298390118818057,0
3034516,4.51907249878384,4.588575445777564,0
3034517,4.571681722900294,4.242612493944732,0
3034518,4.987557996417708,3.577893506071012,0
3034519,4.140594673292657,3.2958216611090627,0
3034520,2.888137715895959,3.4685969976781545,0
3034521,2.961378299160923,3.9647104225690293,0
3034522,4.169056151377453,3.2630720358647176,0
3034523,2.860093264947427,3.0013156325756336,0
3034524,2.4708787181167375,4.053270198820998,0
3034525,4.36589606841672,4.2843299521371785,0
3034526,3.913910417788464,2.9312689590689516,0
3034527,4.2733878885100625,5.623668113216715,0
3034528,3.765721903996286,4.91878286593291,0
3034529,5.188930514630334,3.5151529206314236,0
3034530,5.030436218764644,4.9058553464571455,0
3034531,4.466736612739251,5.930647874917856,0
3034532,2.878758463817806,3.2587109139432973,0
3034533,3.839612543106771,4.411406386563902,0
3034534,3.866241790421915,5.058337194384021,0
3034535,5.2014832564351074,2.6309703119949264,0
3034536,5.1710884979250675,4.5198066582056065,0
3034537,4.31157972773566,3.6666230914958495,0
3034538,4.490891683724941,4.706365229385526,0
3034539,5.103838904109395,3.038399606533594,0
3034540,4.622606203777403,4.575719527782423,0
3034541,3.7522522661538904,3.5922885356112078,0
3034542,4.491901427322071,3.794410666929611,0
3034543,2.6357001256764017,4.7472963947692515,0
